HumGen,HumGen
1499,3064
1499,3315
1499,25
1499,7046
1499,3146
1499,7345
1499,5591
1499,7384
1499,1072
1499,191
1499,598
1499,841
1499,1969
1499,7919
1499,6147
1499,7381
1499,476
1499,9349
1499,1956
1499,6633
1499,10499
1499,595
1499,9759
1499,2906
1499,10971
1499,3728
1499,7846
1499,488
1499,292
1499,7168
1499,52
1499,5879
1499,1017
1499,3336
1499,3420
1499,8312
1499,10399
1499,23411
1499,10165
1499,1385
1499,10726
1499,2534
1499,3480
1499,1457
1499,4723
1499,51520
1499,3551
1499,6202
1499,3065
1499,4914
1499,3980
1499,142
1499,6234
1499,1327
1499,3791
1499,207
1499,2272
1499,790
1499,4199
1499,7531
1499,7316
1499,5770
1499,23468
1499,2260
1499,7184
1499,5315
1499,3320
1499,10013
1499,5578
1499,5033
1499,50
1499,1025
1499,5230
1499,10038
1499,6132
1499,768
1499,6714
1499,1147
1499,1387
1499,3945
1499,5034
1499,2932
1499,471
1499,5728
1499,890
1499,2100
1499,4724
1499,2321
1499,3692
1499,3181
1499,6218
1499,71
1499,25824
1499,509
1499,6790
1499,4582
1499,5599
1499,3958
1499,375
1499,2923
1499,3091
1499,3615
1499,11331
1499,2902
1499,79184
1499,3921
1499,2193
1499,1080
1499,4513
1499,4627
1499,8766
1499,10746
1499,4522
1499,4790
1499,1454
1499,6472
1499,4036
1499,60
1499,836
1499,5371
1499,506
1499,79784
1499,11315
1499,8826
1499,3326
1499,6122
1499,5743
1499,10856
1499,23193
1499,6193
1499,5111
1499,5694
1499,348
1499,6141
1499,4087
1499,2099
1499,23530
1499,498
5069,5069
5069,5340
5069,7137
5069,718
5069,4087
51540,9520
51540,6675
51540,883
51540,1152
51540,7316
51540,3416
51540,6472
59,9468
59,6037
59,2760
59,6401
59,7356
59,7534
59,7157
59,7068
59,16
59,3358
59,5217
59,1072
59,1956
59,10971
59,7168
59,22955
59,369
59,9045
59,7791
59,146
59,7531
59,7316
59,2950
59,4629
59,1387
59,173
59,4582
59,3958
59,5580
59,3725
59,6462
59,5538
59,4627
59,55825
59,4790
59,1132
59,2638
59,7529
59,6141
59,3778
16,7412
16,440
16,3028
16,3066
16,3297
16,1615
16,7453
16,7534
16,2335
16,59
16,7314
16,7317
16,2023
16,6777
16,2617
16,10056
16,7165
16,1017
16,3376
16,51520
16,4914
16,7316
16,3320
16,9212
16,2100
16,4677
16,5859
16,2923
16,10095
16,1080
16,3326
16,6647
6548,5733
6548,328
6548,3845
6548,3265
6548,6093
6548,5739
6548,7534
6548,2023
6548,207
6548,7316
6548,760
6548,3320
6548,5594
6548,3308
6548,6574
6548,8639
6548,1432
6548,7529
5741,1445
5741,5741
5741,444
56547,4318
56547,5265
56547,64146
56547,2235
56547,788
8986,10747
8986,5409
8986,23410
8986,5604
8986,66002
8986,8986
8986,5595
8986,1385
8986,7316
8986,5594
8986,2100
8986,85366
8986,1432
3157,6584
3157,1431
3157,65061
3157,5268
3157,3614
3157,5601
3157,4190
3157,8851
3157,1615
3157,2244
3157,5217
3157,3376
3157,7316
3157,308
3157,50
3157,5516
3157,1632
3157,3735
3157,18
3358,7167
3358,59
3358,3358
3358,444
3358,1742
3358,10560
3358,3992
3358,2030
3358,23042
3358,3704
3358,3958
3358,506
3358,3163
3358,2697
212,2885
212,8803
212,5876
7078,11096
7078,351
7078,4323
7078,6868
7078,4313
7078,3791
7078,4318
7078,1401
7078,186
7078,3725
7078,4314
7078,4322
6506,2885
6506,6506
6506,4137
6506,6147
6506,5371
6506,6122
5720,65061
5720,328
5720,2885
5720,10383
5720,7083
5720,351
5720,5692
5720,5696
5720,5687
5720,5695
5720,481
5720,5720
5720,5685
5720,2882
5720,7283
5720,5688
5720,7280
5720,5684
5720,5690
5720,5019
5720,5691
5720,2617
5720,5683
5720,1543
5720,7316
5720,3692
5720,5698
5720,5501
5720,5682
5720,5699
5720,5689
5720,5694
5720,7431
5720,8503
2744,7124
2744,3155
2744,5163
2744,23408
2744,823
2744,374291
2744,2244
2744,3329
2744,2744
2744,7384
2744,5009
2744,2322
2744,7846
2744,6341
2744,1327
2744,7316
2744,509
2744,7385
2744,382
2744,10627
2744,9131
2744,219
11240,1445
11240,7316
1141,1137
1141,1135
6143,6187
6143,6727
6143,6134
6143,6195
6143,10728
6143,1655
6143,6124
6143,1973
6143,7534
6143,3383
6143,7157
6143,6194
6143,6135
6143,4809
6143,6222
6143,5562
6143,9221
6143,6147
6143,9349
6143,1889
6143,10971
6143,292
6143,1017
6143,10399
6143,652
6143,6138
6143,9045
6143,6202
6143,4914
6143,142
6143,6234
6143,7316
6143,156
6143,23521
6143,6132
6143,6207
6143,2932
6143,6218
6143,6203
6143,3068
6143,7284
6143,5501
6143,3725
6143,5859
6143,4836
6143,5567
6143,3921
6143,1459
6143,3735
6143,1454
6143,6122
6143,6193
6143,140801
6143,11224
6143,6141
6143,2099
6143,6223
54600,65061
54600,2740
54600,54575
54600,54577
2878,2878
10723,4985
10723,3845
10723,3965
10723,3265
10723,5739
10723,345274
10723,6554
10723,7316
10723,3958
10723,2492
5188,5163
5188,3329
5188,23395
5188,7316
3174,8648
3174,9588
3174,2597
3174,6714
2639,2885
2639,92935
2639,112399
2639,2
2639,2639
2639,4846
2639,7316
2639,84790
2639,154
2639,1080
2639,348
632,1509
632,444
632,1512
632,1520
632,23468
632,1508
632,2677
6279,4353
6279,2885
6279,203068
6279,3845
6279,351
6279,3066
6279,7157
6279,1738
6279,6279
6279,5562
6279,6280
6279,7846
6279,5879
6279,1017
6279,8678
6279,1026
6279,213
6279,5520
6279,7316
6279,3276
6279,1025
6279,5728
6279,7277
6279,5478
6279,1080
6279,1432
6279,2099
6279,1020
2904,5290
2904,815
2904,5781
2904,823
2904,816
2904,7157
2904,5579
2904,2904
2904,5787
2904,116443
2904,818
2904,10399
2904,334
2904,2534
2904,1742
2904,333
2904,7316
2904,5578
2904,6714
2904,817
2904,2902
2904,2048
3250,335
3250,3507
3250,79001
9971,6256
9971,5970
9971,2885
9971,8648
9971,2597
9971,5591
9971,841
9971,6241
9971,23411
9971,6258
9971,3276
9971,10013
9971,6714
9971,6257
9971,2099
5685,4843
5685,23410
5685,6500
5685,9097
5685,5692
5685,3066
5685,5696
5685,112399
5685,5686
5685,5687
5685,5702
5685,5695
5685,439
5685,5693
5685,5901
5685,5720
5685,5685
5685,7314
5685,5347
5685,5688
5685,4792
5685,7048
5685,25
5685,5684
5685,5950
5685,5690
5685,5691
5685,1956
5685,9759
5685,23411
5685,1457
5685,5683
5685,4914
5685,7316
5685,5479
5685,3692
5685,3181
5685,5698
5685,3725
5685,5682
5685,56605
5685,7415
5685,3091
5685,1080
5685,4790
5685,65263
5685,5689
5685,5694
4319,2683
4319,4319
4319,1404
4319,4318
4319,4314
4319,348
887,886
887,2885
887,5564
887,5781
887,887
887,25
887,5562
887,2534
887,1813
887,154
221,4843
221,3028
221,1118
221,81027
221,1956
221,7316
221,222
221,8503
64087,3312
64087,3155
64087,4698
64087,80777
64087,4728
64087,1445
64087,6195
64087,112399
64087,4715
64087,4719
64087,4716
64087,3329
64087,5460
64087,64087
64087,5562
64087,3191
64087,1017
64087,4914
64087,7316
64087,156
64087,1025
64087,5034
64087,2932
64087,5728
64087,2100
64087,509
64087,154
64087,708
64087,3958
64087,3725
64087,56922
64087,4790
64087,1454
64087,506
64087,1020
5644,1019
5644,2885
5644,5775
5644,7263
5644,1655
5644,213
5644,7316
5644,5265
5644,6622
5644,3858
5644,3849
5644,5580
5644,3848
5644,4790
5644,1432
5644,5345
4057,65061
4057,1191
4057,1356
4057,3933
4057,4914
4057,7316
4057,4069
4057,1080
4057,6446
4057,1056
10536,3312
10536,5351
10536,9817
10536,3827
10536,7316
10536,713
10536,3416
10536,5329
121278,7531
9517,1956
9517,4914
9517,7316
9517,5025
9517,1080
9517,10558
400,4311
400,1956
400,7846
400,7316
400,5770
400,1813
400,373156
400,3725
400,3091
400,1080
10808,3312
10808,5970
10808,4843
10808,9097
10808,6195
10808,3309
10808,10963
10808,112399
10808,5352
10808,1808
10808,5604
10808,5693
10808,7534
10808,8407
10808,1738
10808,1499
10808,10808
10808,7317
10808,4214
10808,1072
10808,5050
10808,595
10808,3728
10808,10056
10808,445
10808,3336
10808,1457
10808,1373
10808,4914
10808,7316
10808,156
10808,3320
10808,50
10808,5230
10808,3308
10808,2100
10808,5962
10808,10196
10808,5550
10808,7277
10808,3725
10808,3306
10808,7536
10808,1080
10808,5538
10808,1459
10808,1454
10808,3326
10808,2099
3172,5566
3172,8841
3172,7421
3172,6720
3172,7025
3172,8648
3172,6927
3172,8204
3172,7157
3172,1499
3172,3172
3172,367
3172,10499
3172,9759
3172,5595
3172,23411
3172,9970
3172,3276
3172,5594
3172,5469
3172,1387
3172,8856
3172,3091
3172,4193
3172,1432
3172,5092
3172,4087
3172,2099
3421,328
3421,3190
3421,3329
3421,5460
3421,6697
3421,1956
3421,3420
3421,50
3421,154
3421,3418
3421,3419
3421,3417
2209,6850
2209,3040
2209,3845
2209,3055
2209,9332
2209,28960
2209,27034
2209,1401
2209,325
2209,3698
285242,1595
567,2885
567,811
567,2
567,567
567,7852
567,3106
567,6890
567,7316
567,912
567,3105
567,5471
567,1080
567,1132
10157,3030
10157,328
10157,5163
10157,34
10157,3329
10157,7417
10157,1499
10157,7316
10157,3320
10157,5033
10157,509
10157,7415
10157,6472
10157,3326
51727,8802
51727,5564
51727,2230
51727,2821
51727,4706
51727,55856
51727,7534
51727,6697
51727,23621
51727,5019
51727,23576
51727,7316
51727,2950
51727,1892
51727,50
51727,2653
51727,3692
51727,1192
51727,2237
51727,8801
51727,11315
51727,5236
2182,4697
2182,3845
2182,351
2182,6510
2182,3265
2182,4311
2182,7534
2182,7157
2182,7048
2182,5868
2182,10971
2182,9619
2182,7316
2182,3184
2182,6564
2182,4836
2182,1080
2182,2181
3098,5447
3098,8974
3098,5351
3098,328
3098,3845
3098,9097
3098,1717
3098,351
3098,4719
3098,8604
3098,7417
3098,3098
3098,523
3098,6389
3098,7048
3098,444
3098,7280
3098,378
3098,3029
3098,3074
3098,7384
3098,191
3098,4060
3098,1956
3098,488
3098,2026
3098,22955
3098,1017
3098,4704
3098,10165
3098,4723
3098,4914
3098,55214
3098,207
3098,7316
3098,1537
3098,5033
3098,64175
3098,6622
3098,6390
3098,7416
3098,7171
3098,11212
3098,7296
3098,509
3098,7284
3098,7385
3098,7415
3098,3091
3098,5538
3098,4790
3098,1312
3098,6472
3098,5111
3098,9131
3098,4259
3098,435
3098,23530
94,1460
94,3845
94,3678
94,2280
94,269
94,94
94,90
94,4056
94,7048
94,7046
94,331
94,3320
94,5499
94,7043
94,7376
7533,5290
7533,994
7533,2885
7533,5775
7533,5584
7533,5170
7533,1137
7533,5127
7533,1445
7533,1859
7533,501
7533,8648
7533,3190
7533,5833
7533,5894
7533,7534
7533,2539
7533,7166
7533,56616
7533,8204
7533,217
7533,7067
7533,1738
7533,2335
7533,7533
7533,7283
7533,1198
7533,7317
7533,367
7533,51564
7533,3667
7533,3757
7533,3315
7533,25
7533,826
7533,598
7533,6633
7533,10499
7533,9759
7533,10971
7533,2908
7533,369
7533,1017
7533,673
7533,4914
7533,613
7533,57505
7533,7531
7533,7316
7533,5469
7533,6714
7533,6622
7533,1387
7533,5499
7533,2100
7533,2937
7533,3777
7533,3184
7533,708
7533,4643
7533,7415
7533,51305
7533,572
7533,1080
7533,55699
7533,1454
7533,8826
7533,283
7533,7529
7533,2099
7533,219
7314,3312
7314,5970
7314,7412
7314,5515
7314,9097
7314,26227
7314,351
7314,10963
7314,7170
7314,159
7314,10092
7314,7157
7314,200931
7314,6194
7314,2335
7314,6421
7314,1456
7314,16
7314,5685
7314,7314
7314,7283
7314,10247
7314,7317
7314,9058
7314,4214
7314,7345
7314,10376
7314,5019
7314,5223
7314,7846
7314,7168
7314,8517
7314,5159
7314,1026
7314,3480
7314,6202
7314,5683
7314,9970
7314,7316
7314,84790
7314,2342
7314,5230
7314,51179
7314,208
7314,7086
7314,9212
7314,7171
7314,1786
7314,5467
7314,5516
7314,7132
7314,9333
7314,7277
7314,6203
7314,6790
7314,154
7314,4791
7314,7415
7314,4193
7314,7322
7314,4255
7314,6009
7314,51807
7314,7431
7314,6647
1656,7412
1656,9097
1656,1445
1656,6195
1656,5292
1656,2335
1656,5562
1656,4137
1656,9759
1656,10971
1656,4914
1656,7316
1656,156
1656,2100
1656,5478
1656,6733
1656,3725
1656,1454
1656,60
1656,6446
1656,7529
2324,5733
2324,7124
2324,2885
2324,5781
2324,3678
2324,2324
2324,2064
2324,29924
2324,1131
2324,8517
2324,3791
2324,3320
2324,3958
2324,4887
2324,5747
2324,3326
5787,4233
5787,5170
5787,1445
5787,1003
5787,7454
5787,7422
5787,1499
5787,2904
5787,5787
5787,2064
5787,7010
5787,3932
5787,1956
5787,3191
5787,4905
5787,5595
5787,5159
5787,4914
5787,5594
5787,2321
5787,238
5787,2057
5787,3643
5347,8841
5347,6256
5347,55869
5347,5970
5347,6720
5347,328
5347,203068
5347,1191
5347,3845
5347,9261
5347,5518
5347,351
5347,5692
5347,3066
5347,112399
5347,5686
5347,5687
5347,3297
5347,7153
5347,5306
5347,5695
5347,7465
5347,3619
5347,5693
5347,1487
5347,7157
5347,7161
5347,5888
5347,1499
5347,5685
5347,5347
5347,7283
5347,5688
5347,4705
5347,5300
5347,538
5347,10381
5347,5684
5347,5690
5347,598
5347,5691
5347,1956
5347,9759
5347,6241
5347,7846
5347,8517
5347,23411
5347,10726
5347,3551
5347,3065
5347,9734
5347,5683
5347,4914
5347,7316
5347,5469
5347,6622
5347,8600
5347,2170
5347,5728
5347,3308
5347,3692
5347,7277
5347,6790
5347,3725
5347,5682
5347,7415
5347,11004
5347,23450
5347,4193
5347,4023
5347,11200
5347,4317
5347,5689
5347,5694
5347,1020
335,949
335,5142
335,7412
335,1791
335,1191
335,3040
335,351
335,5136
335,217
335,2335
335,7276
335,3250
335,335
335,2243
335,3718
335,1071
335,1514
335,1356
335,336
335,345
335,495
335,3868
335,19
335,347
335,8542
335,5444
335,55034
335,213
335,5860
335,3857
335,208
335,2100
335,7415
335,3848
335,79001
335,506
335,5110
335,714
6626,7263
6626,3190
6626,8175
6626,7534
6626,2335
6626,6421
6626,6626
6626,1915
6626,5591
6626,7919
6626,8880
6626,1017
6626,4914
6626,3189
6626,7316
6626,8565
6626,10914
6626,471
6626,1612
6626,2100
6626,5501
6626,10946
6626,6733
6626,10495
6626,23450
6626,1080
10057,3845
10057,55800
10057,12
10057,7316
10057,83758
10057,204
10057,6472
10455,5160
10455,5163
10455,351
10455,4722
10455,112399
10455,3329
10455,4695
10455,55856
10455,4701
10455,10455
10455,80310
10455,847
10455,7316
10455,84532
10455,3416
10455,56922
10455,1080
6135,6187
6135,5566
6135,7124
6135,7412
6135,3845
6135,9097
6135,6134
6135,6195
6135,351
6135,6124
6135,816
6135,3383
6135,7157
6135,217
6135,1118
6135,7161
6135,1938
6135,6194
6135,2335
6135,1499
6135,6143
6135,1915
6135,4809
6135,6222
6135,5562
6135,9221
6135,6147
6135,7381
6135,9349
6135,7846
6135,292
6135,1017
6135,652
6135,8517
6135,6138
6135,3480
6135,9045
6135,6202
6135,142
6135,6234
6135,7316
6135,642
6135,156
6135,50
6135,23521
6135,6132
6135,6207
6135,6774
6135,472
6135,6203
6135,7284
6135,5501
6135,6790
6135,4791
6135,3725
6135,302
6135,3921
6135,4193
6135,1854
6135,1459
6135,4790
6135,1454
6135,5371
6135,6122
6135,6193
6135,140801
6135,11224
6135,6141
6135,2099
6135,6223
5967,351
2180,4697
2180,328
2180,112399
2180,495
2180,4914
2180,7316
2180,622
2180,4306
2946,2948
2946,2946
2946,2944
2946,2947
2946,1017
2946,7316
2946,5728
2946,2949
79751,112399
79751,7846
79751,369
79751,3551
79751,4914
79751,7316
79751,1025
79751,478
79751,83733
79751,6390
79751,2100
79751,3091
79751,55662
79751,4790
2243,351
2243,1003
2243,7170
2243,2244
2243,217
2243,2335
2243,335
2243,2243
2243,7168
2243,5653
2243,2162
2243,213
2243,5327
2243,7316
2243,3690
2243,2100
2243,3674
2243,5104
2243,2266
2243,2147
2243,5345
9120,8573
462,8802
462,2158
462,5198
462,462
462,5340
462,81027
462,5653
462,2159
462,1080
462,2147
5340,5328
5340,5970
5340,2152
5340,6281
5340,4316
5340,350
5340,3329
5340,2335
5340,5069
5340,462
5340,5340
5340,4803
5340,3315
5340,3827
5340,3146
5340,2023
5340,1356
5340,5911
5340,5054
5340,2159
5340,5327
5340,4318
5340,6678
5340,710
5340,354
5340,302
5340,7123
5340,4314
5340,1432
5340,60
5340,506
5340,2149
5340,5345
5340,NH22
5340,3486
10857,5447
10857,2740
10857,819
10857,4543
10857,3028
10857,112399
10857,1544
10857,439
10857,162466
10857,1558
10857,1545
10857,5791
10857,4350
10857,1956
10857,1017
10857,821
10857,7316
10857,5770
10857,2260
10857,7416
10857,1576
10857,154
10857,2235
10857,1080
10857,1528
10857,4831
10857,3187
2064,6850
2064,2911
2064,5733
2064,1019
2064,5290
2064,2044
2064,328
2064,2885
2064,1021
2064,7150
2064,4233
2064,27
2064,7083
2064,5781
2064,1445
2064,5660
2064,5320
2064,2901
2064,2263
2064,1586
2064,2185
2064,3678
2064,8411
2064,5894
2064,3265
2064,5604
2064,2103
2064,5979
2064,7157
2064,1950
2064,3576
2064,1499
2064,2324
2064,5787
2064,2064
2064,5295
2064,5156
2064,55
2064,7048
2064,5300
2064,3667
2064,25
2064,3897
2064,7010
2064,5591
2064,5296
2064,4170
2064,2876
2064,1969
2064,5091
2064,476
2064,818
2064,1956
2064,2322
2064,6241
2064,3728
2064,2203
2064,4915
2064,3191
2064,6424
2064,8678
2064,3717
2064,5159
2064,12
2064,2534
2064,3480
2064,1742
2064,3376
2064,3716
2064,2066
2064,4914
2064,7037
2064,207
2064,2268
2064,7316
2064,10
2064,2260
2064,2264
2064,7184
2064,1024
2064,156
2064,3320
2064,10013
2064,9791
2064,340273
2064,6714
2064,3308
2064,6774
2064,5962
2064,9479
2064,5291
2064,3082
2064,6790
2064,4582
2064,154
2064,10461
2064,960
2064,3105
2064,5747
2064,238
2064,2261
2064,570
2064,780
2064,11200
2064,60
2064,3643
2064,10019
2064,8826
2064,3326
2064,5753
2064,332
2064,2048
2064,3293
2064,2099
2064,3702
2064,8503
3718,1019
3718,5564
3718,2185
3718,5540
3718,335
3718,3718
3718,2516
3718,5295
3718,7852
3718,3667
3718,4772
3718,5591
3718,6777
3718,81027
3718,3932
3718,1956
3718,10135
3718,369
3718,3717
3718,8517
3718,1633
3718,3716
3718,1327
3718,7297
3718,7316
3718,NH14
3718,1666
3718,3815
3718,6774
3718,983
3718,7277
3718,3561
3718,238
3718,8766
3718,1454
3718,10558
3718,6754
3718,7203
3718,3633
2516,2885
2516,3845
2516,8648
2516,8204
2516,1499
2516,3718
2516,2516
2516,5295
2516,367
2516,7919
2516,190
2516,2534
2516,7316
2516,5594
2516,1387
2516,4791
2516,3725
2516,1241
6948,8513
6948,351
2882,79896
2882,5781
2882,3309
2882,439
2882,5720
2882,2882
2882,1915
2882,444
2882,10056
2882,79068
2882,5034
2882,11212
2882,9054
2882,9061
4535,4726
4535,7263
4535,4722
4535,4719
4535,374291
4535,4535
4535,4725
4535,64805
4535,10135
4535,4723
4535,1909
4535,7316
4535,23521
4535,8600
4535,4724
4535,6869
4535,55967
4535,11315
4535,4729
4535,4702
4696,3030
4696,51079
4696,4726
4696,4722
4696,4719
4696,1727
4696,183
4696,51706
4696,6570
4696,4257
4696,7316
4696,7879
4696,506
4696,4702
6565,7388
6565,358
90,7421
90,6256
90,10963
90,7068
90,2280
90,269
90,94
90,90
90,2339
90,7048
90,7046
90,5294
90,91
90,5911
90,3551
90,1387
90,472
90,8200
90,1158
4514,3845
4514,5879
4514,6622
5130,9468
5130,64802
5130,5130
5130,154807
5130,841
5130,7316
5130,6284
5130,60
4907,112724
4907,55244
4907,6542
4907,23446
4907,4695
4907,6535
4907,9367
4907,2335
4907,1499
4907,2475
4907,7852
4907,847
4907,6567
4907,7316
4907,2100
4907,8766
4907,60
4907,51128
4907,2697
5295,6850
5295,3312
5295,5733
5295,8841
5295,9963
5295,6256
5295,5290
5295,2885
5295,5775
5295,4233
5295,27
5295,5170
5295,1139
5295,58
5295,5781
5295,3055
5295,6352
5295,2263
5295,4134
5295,2185
5295,1615
5295,5702
5295,3265
5295,4311
5295,9520
5295,7465
5295,7417
5295,2316
5295,11188
5295,5693
5295,998
5295,7534
5295,5914
5295,5979
5295,1439
5295,7454
5295,1950
5295,1579
5295,7276
5295,6421
5295,64499
5295,240
5295,1499
5295,2064
5295,3718
5295,2516
5295,5295
5295,7283
5295,5156
5295,6389
5295,367
5295,4792
5295,2597
5295,6426
5295,7048
5295,3064
5295,29924
5295,6853
5295,3667
5295,25
5295,7046
5295,7010
5295,10376
5295,5216
5295,5296
5295,7525
5295,5294
5295,9221
5295,4137
5295,1969
5295,3932
5295,5868
5295,1956
5295,2322
5295,4915
5295,369
5295,5879
5295,3717
5295,10399
5295,23411
5295,5159
5295,5144
5295,2534
5295,2550
5295,3480
5295,1436
5295,3716
5295,3065
5295,4914
5295,3980
5295,613
5295,7297
5295,207
5295,7531
5295,7316
5295,2260
5295,8288
5295,8570
5295,50
5295,6714
5295,7275
5295,6752
5295,2932
5295,5037
5295,5728
5295,3815
5295,6774
5295,2321
5295,7132
5295,2935
5295,5291
5295,5599
5295,7385
5295,64240
5295,5747
5295,238
5295,7177
5295,7097
5295,5293
5295,2057
5295,3643
5295,7535
5295,9146
5295,2556
5295,831
5295,2099
5295,3702
5295,8503
6533,3845
6533,3965
6533,7316
57282,7316
4725,4697
4725,4538
4725,4698
4725,3030
4725,51079
4725,5160
4725,5163
4725,4728
4725,4726
4725,5162
4725,4722
4725,51056
4725,4715
4725,4719
4725,374291
4725,4716
4725,4967
4725,3329
4725,7417
4725,4695
4725,4714
4725,4701
4725,4535
4725,7388
4725,4540
4725,7384
4725,4711
4725,1345
4725,2322
4725,483
4725,4704
4725,4723
4725,4541
4725,4713
4725,7316
4725,1374
4725,4720
4725,7184
4725,1537
4725,7416
4725,4724
4725,4700
4725,1350
4725,4710
4725,509
4725,7419
4725,4712
4725,7385
4725,27089
4725,4731
4725,11331
4725,126328
4725,7386
4725,60
4725,55967
4725,506
4725,10627
4725,9131
4725,4729
4725,4702
2694,8029
2694,2694
2694,495
2694,6541
523,5447
523,5160
523,34
523,4728
523,7083
523,5162
523,4722
523,823
523,3066
523,112399
523,1615
523,1973
523,4719
523,374291
523,4967
523,526
523,3329
523,7417
523,9588
523,9367
523,2
523,1938
523,4507
523,3098
523,523
523,7048
523,444
523,7384
523,191
523,4711
523,476
523,495
523,488
523,3191
523,22949
523,4704
523,10165
523,5096
523,1026
523,4723
523,331
523,821
523,51520
523,4914
523,7037
523,1327
523,7316
523,4720
523,1537
523,5033
523,478
523,8665
523,7879
523,7416
523,2100
523,509
523,7284
523,7419
523,3725
523,7385
523,2923
523,27089
523,7001
523,7415
523,11331
523,8801
523,1312
523,6472
523,60
523,506
523,10627
523,3163
523,477
523,348
523,23530
523,498
523,6647
7283,6187
7283,6850
7283,5566
7283,3312
7283,1832
7283,6711
7283,3030
7283,203068
7283,6500
7283,10383
7283,51762
7283,351
7283,3309
7283,10963
7283,2247
7283,3329
7283,9817
7283,7534
7283,1487
7283,5460
7283,7157
7283,51121
7283,6194
7283,5888
7283,5720
7283,7533
7283,7314
7283,5347
7283,5295
7283,7283
7283,28960
7283,1915
7283,10376
7283,64066
7283,6222
7283,81027
7283,9349
7283,818
7283,1956
7283,4830
7283,7846
7283,1017
7283,8312
7283,10399
7283,8517
7283,10165
7283,9045
7283,1373
7283,6202
7283,4914
7283,1327
7283,790
7283,7316
7283,84790
7283,1374
7283,3320
7283,23521
7283,6622
7283,6207
7283,2932
7283,3308
7283,6218
7283,7277
7283,6203
7283,509
7283,51060
7283,6790
7283,10095
7283,4790
7283,60
7283,7203
7283,653499
7283,3326
7283,6122
7283,23193
7283,140801
7283,2099
1369,998
1369,1369
1369,3827
1369,1370
1369,727
1369,718
51388,2224
51388,203068
51388,6134
51388,6124
51388,6194
51388,51388
51388,28960
51388,22927
51388,7316
51388,2100
51388,5501
51388,8766
51388,11224
84889,6554
84889,6570
84889,6518
57016,65061
57016,4843
57016,31
57016,3094
57016,1025
57016,5230
57016,6718
390,6093
390,7534
390,7316
390,7529
158067,221120
4282,7412
4282,5564
4282,3094
4282,51056
4282,7157
4282,6697
4282,1738
4282,2335
4282,4282
4282,2023
4282,4350
4282,1956
4282,10016
4282,4830
4282,1017
4282,11034
4282,1646
4282,7316
4282,3320
4282,7086
4282,3945
4282,2100
4282,10606
4282,3091
4282,11315
4282,5110
4282,3939
4282,6647
1198,328
1198,351
1198,3066
1198,7534
1198,7157
1198,7533
1198,1198
1198,6426
1198,2693
1198,9360
1198,23411
1198,7316
1198,3276
1198,3320
1198,2100
1198,6733
1198,3326
3075,7421
3075,2885
3075,3426
3075,4594
3075,213
3075,1401
3075,718
1910,4846
1910,7316
1910,23042
1910,156
1910,472
152007,7316
152007,2100
6167,1445
6167,351
6167,25
6167,369
6167,1017
6167,6197
6167,7316
6167,6207
6167,2932
6167,6203
6167,6733
6167,55662
6167,4193
6167,1459
5688,6711
5688,7412
5688,4843
5688,23410
5688,27
5688,5564
5688,6500
5688,23408
5688,9097
5688,351
5688,5692
5688,5696
5688,5686
5688,5687
5688,5702
5688,5695
5688,5693
5688,2335
5688,5720
5688,5685
5688,5347
5688,5688
5688,25
5688,5684
5688,5690
5688,5691
5688,1956
5688,23411
5688,26013
5688,5683
5688,4914
5688,7316
5688,7879
5688,5034
5688,2100
5688,5698
5688,3725
5688,5682
5688,5534
5688,5021
5688,7415
5688,3091
5688,6915
5688,4193
5688,1080
5688,1454
5688,4831
5688,65263
5688,5689
5688,5694
51228,262
51228,7316
4151,351
4151,7316
3053,351
3053,1991
3053,1511
3053,2147
8854,217
8854,821
8854,7316
487,5160
487,3667
487,3146
487,488
487,821
487,7316
487,5105
487,3725
487,1080
3351,373156
3351,3350
3351,3352
3351,4831
4803,4316
4803,2
4803,5340
4803,4803
4803,4914
5156,2911
5156,1019
5156,5290
5156,2885
5156,1021
5156,2770
5156,7150
5156,1191
5156,5781
5156,5894
5156,7157
5156,2064
5156,5295
5156,5156
5156,2475
5156,7048
5156,6777
5156,1969
5156,1956
5156,6241
5156,8678
5156,5159
5156,3716
5156,4914
5156,7037
5156,207
5156,7316
5156,2264
5156,1025
5156,5728
5156,3815
5156,3690
5156,6774
5156,3082
5156,6790
5156,960
5156,7015
100293534,629
100293534,722
100293534,1915
2475,55907
2475,5163
2475,1977
2475,7150
2475,5170
2475,3845
2475,6195
2475,3265
2475,5604
2475,7465
2475,10673
2475,7534
2475,7157
2475,55800
2475,2280
2475,6194
2475,4907
2475,5156
2475,2475
2475,4792
2475,2339
2475,3064
2475,3667
2475,25
2475,5591
2475,5562
2475,598
2475,841
2475,6147
2475,9349
2475,1956
2475,1111
2475,10971
2475,7846
2475,10243
2475,5573
2475,5289
2475,5911
2475,8678
2475,5338
2475,8517
2475,23411
2475,4704
2475,3480
2475,51520
2475,3551
2475,5520
2475,4708
2475,207
2475,7316
2475,5578
2475,54331
2475,5594
2475,8665
2475,1147
2475,2932
2475,5728
2475,3308
2475,6774
2475,5876
2475,1800
2475,3184
2475,5599
2475,23632
2475,5580
2475,4887
2475,10988
2475,2923
2475,7415
2475,3091
2475,6327
2475,1080
2475,6472
2475,3362
2475,7015
2475,5371
2475,6446
2475,10856
2475,6009
2475,2099
2475,4702
2475,498
1814,2885
1814,2770
1814,1812
1814,2316
1814,5579
1814,23413
